episode,global_step,episodes_completed,reward,loss,epsilon,steps,slices,current_max_slices,attempts,rejected_slices,covered,hard_total,crop_new_detection_gain,crop_new_detection_utility,crop_tp_gain,crop_fp_gain,crop_outcome_reward,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
132,1721,132,-13.324912,0.449717,0.891003,12,1,1,3,2,0,0,2,0.715115,1,1,1.857557,,,,,,,,
133,1723,133,-11.957194,0.472267,0.890877,11,0,1,4,4,0,0,0,0.0,0,0,-3.6,,,,,,,,
134,1731,134,-6.142624,0.52436,0.89037,20,1,1,3,2,0,7,7,3.567558,4,5,5.083779,,,,,,,,
135,1733,135,0.765611,0.495908,0.890243,7,1,1,2,1,0,5,1,0.755242,1,0,2.177621,,,,,,,,
136,1747,136,-2.782041,0.526906,0.889357,1,1,1,1,0,0,0,1,0.495268,0,2,-2.752366,,,,,,,,
137,1755,137,37.42539,0.337513,0.88885,2,1,1,1,0,5,35,12,7.162843,10,2,30.581422,,,,,,,,
138,1769,138,-5.674014,0.356752,0.887963,3,1,1,2,1,0,1,3,1.741537,1,3,-0.629231,,,,,,,,
139,1771,139,5.105988,0.536762,0.887837,1,1,1,1,0,3,19,3,1.490322,1,2,0.745161,,,,,,,,
140,1775,140,27.27343,0.567346,0.887583,10,1,1,2,1,15,27,6,3.056188,5,1,13.828094,,,,,,,,
141,1806,141,-17.738722,0.465467,0.88562,22,0,1,4,4,0,22,7,3.312194,2,5,-2.243903,,,,,,,,
142,1810,142,-17.413338,0.498277,0.885367,20,0,1,4,4,0,6,0,0.0,0,0,-4.8,,,,,,,,
143,1815,143,15.601358,0.424869,0.88505,11,1,1,3,2,2,19,10,5.698657,9,3,25.349329,,,,,,,,
144,1817,144,-7.197138,0.508238,0.884923,3,1,1,1,0,0,4,4,1.483036,0,5,-6.758482,,,,,,,,
145,1822,145,8.964382,0.626509,0.884607,1,1,1,1,0,6,19,2,0.895719,1,2,0.447859,,,,,,,,
146,1836,146,87.941876,0.441086,0.88372,9,1,1,2,1,22,65,14,8.04338,21,1,64.32169,,,,,,,,
147,1842,147,15.77987,0.470904,0.88334,2,1,1,1,0,0,3,5,2.19803,5,0,16.099015,,,,,,,,
148,1868,148,10.800829,0.51028,0.881693,2,1,1,1,0,2,15,8,3.981506,4,4,7.990753,,,,,,,,
149,1869,149,-21.286067,0.492758,0.88163,17,0,1,4,4,0,5,5,2.661887,1,6,-5.869057,,,,,,,,
